datetime,co2,damper,occupant
2017/3/21 0:00,5.400758411,0,0
2017/3/21 0:01,5.400758411,0,0
2017/3/21 0:02,5.400758411,0,0
2017/3/21 0:03,5.400758411,0,0
2017/3/21 0:04,5.272778354,0,0
2017/3/21 0:05,5.272778354,0,0
2017/3/21 0:06,5.272778354,0,0
2017/3/21 0:07,5.272778354,0,0
2017/3/21 0:08,5.272778354,0,0
2017/3/21 0:09,5.400758411,0,0
2017/3/21 0:10,5.400758411,0,0
2017/3/21 0:11,5.400758411,0,0
2017/3/21 0:12,5.400758411,0,0
2017/3/21 0:13,5.400758411,0,0
2017/3/21 0:14,5.503142457,0,0
2017/3/21 0:15,5.503142457,0,0
2017/3/21 0:16,5.503142457,0,0
2017/3/21 0:17,5.503142457,0,0
2017/3/21 0:18,5.503142457,0,0
2017/3/21 0:19,5.46474844,0,0
2017/3/21 0:20,5.46474844,0,0
2017/3/21 0:21,5.46474844,0,0
2017/3/21 0:22,5.46474844,0,0
2017/3/21 0:23,5.46474844,0,0
2017/3/21 0:24,5.349566388,0,0
2017/3/21 0:25,5.349566388,0,0
2017/3/21 0:26,5.349566388,0,0
2017/3/21 0:27,5.349566388,0,0
2017/3/21 0:28,5.349566388,0,0
2017/3/21 0:29,5.451950434,0,0
2017/3/21 0:30,5.451950434,0,0
2017/3/21 0:31,5.451950434,0,0
2017/3/21 0:32,5.451950434,0,0
2017/3/21 0:33,5.451950434,0,0
2017/3/21 0:34,5.323970377,0,0
2017/3/21 0:35,5.323970377,0,0
2017/3/21 0:36,5.323970377,0,0
2017/3/21 0:37,5.323970377,0,0
2017/3/21 0:38,5.323970377,0,0
2017/3/21 0:39,5.400758411,0,0
2017/3/21 0:40,5.400758411,0,0
2017/3/21 0:41,5.400758411,0,0
2017/3/21 0:42,5.400758411,0,0
2017/3/21 0:43,5.400758411,0,0
2017/3/21 0:44,5.323970377,0,0
2017/3/21 0:45,5.323970377,0,0
2017/3/21 0:46,5.323970377,0,0
2017/3/21 0:47,5.323970377,0,0
2017/3/21 0:48,5.323970377,0,0
2017/3/21 0:49,5.323970377,0,0
2017/3/21 0:50,5.323970377,0,0
2017/3/21 0:51,5.323970377,0,0
2017/3/21 0:52,5.323970377,0,0
2017/3/21 0:53,5.323970377,0,0
2017/3/21 0:54,5.387960406,0,0
2017/3/21 0:55,5.387960406,0,0
2017/3/21 0:56,5.387960406,0,0
2017/3/21 0:57,5.387960406,0,0
2017/3/21 0:58,5.387960406,0,0
2017/3/21 0:59,5.336768383,0,0
2017/3/21 1:00,5.336768383,0,0
2017/3/21 1:01,5.336768383,0,0
2017/3/21 1:02,5.336768383,0,0
2017/3/21 1:03,5.336768383,0,0
2017/3/21 1:04,5.323970377,0,0
2017/3/21 1:05,5.323970377,0,0
2017/3/21 1:06,5.323970377,0,0
2017/3/21 1:07,5.323970377,0,0
2017/3/21 1:08,5.323970377,0,0
2017/3/21 1:09,5.349566388,0,0
2017/3/21 1:10,5.349566388,0,0
2017/3/21 1:11,5.349566388,0,0
2017/3/21 1:12,5.349566388,0,0
2017/3/21 1:13,5.349566388,0,0
2017/3/21 1:14,5.400758411,0,0
2017/3/21 1:15,5.400758411,0,0
2017/3/21 1:16,5.400758411,0,0
2017/3/21 1:17,5.400758411,0,0
2017/3/21 1:18,5.400758411,0,0
2017/3/21 1:19,5.400758411,0,0
2017/3/21 1:20,5.400758411,0,0
2017/3/21 1:21,5.400758411,0,0
2017/3/21 1:22,5.400758411,0,0
2017/3/21 1:23,5.400758411,0,0
2017/3/21 1:24,5.426354423,0,0
2017/3/21 1:25,5.426354423,0,0
2017/3/21 1:26,5.426354423,0,0
2017/3/21 1:27,5.426354423,0,0
2017/3/21 1:28,5.426354423,0,0
2017/3/21 1:29,5.349566388,0,0
2017/3/21 1:30,5.349566388,0,0
2017/3/21 1:31,5.349566388,0,0
2017/3/21 1:32,5.349566388,0,0
2017/3/21 1:33,5.349566388,0,0
2017/3/21 1:34,5.362364394,0,0
2017/3/21 1:35,5.362364394,0,0
2017/3/21 1:36,5.362364394,0,0
2017/3/21 1:37,5.362364394,0,0
2017/3/21 1:38,5.362364394,0,0
2017/3/21 1:39,5.349566388,0,0
2017/3/21 1:40,5.349566388,0,0
2017/3/21 1:41,5.349566388,0,0
2017/3/21 1:42,5.349566388,0,0
2017/3/21 1:43,5.349566388,0,0
2017/3/21 1:44,5.323970377,0,0
2017/3/21 1:45,5.323970377,0,0
2017/3/21 1:46,5.323970377,0,0
2017/3/21 1:47,5.323970377,0,0
2017/3/21 1:48,5.323970377,0,0
2017/3/21 1:49,5.28557636,0,0
2017/3/21 1:50,5.28557636,0,0
2017/3/21 1:51,5.28557636,0,0
2017/3/21 1:52,5.28557636,0,0
2017/3/21 1:53,5.28557636,0,0
2017/3/21 1:54,5.426354423,0,0
2017/3/21 1:55,5.426354423,0,0
2017/3/21 1:56,5.426354423,0,0
2017/3/21 1:57,5.426354423,0,0
2017/3/21 1:58,5.426354423,0,0
2017/3/21 1:59,5.336768383,0,0
2017/3/21 2:00,5.336768383,0,0
2017/3/21 2:01,5.336768383,0,0
2017/3/21 2:02,5.336768383,0,0
2017/3/21 2:03,5.336768383,0,0
2017/3/21 2:04,5.387960406,0,0
2017/3/21 2:05,5.387960406,0,0
2017/3/21 2:06,5.387960406,0,0
2017/3/21 2:07,5.387960406,0,0
2017/3/21 2:08,5.387960406,0,0
2017/3/21 2:09,5.387960406,0,0
2017/3/21 2:10,5.387960406,0,0
2017/3/21 2:11,5.387960406,0,0
2017/3/21 2:12,5.387960406,0,0
2017/3/21 2:13,5.387960406,0,0
2017/3/21 2:14,5.426354423,0,0
2017/3/21 2:15,5.426354423,0,0
2017/3/21 2:16,5.426354423,0,0
2017/3/21 2:17,5.426354423,0,0
2017/3/21 2:18,5.426354423,0,0
2017/3/21 2:19,5.426354423,0,0
2017/3/21 2:20,5.426354423,0,0
2017/3/21 2:21,5.426354423,0,0
2017/3/21 2:22,5.426354423,0,0
2017/3/21 2:23,5.426354423,0,0
2017/3/21 2:24,5.323970377,0,0
2017/3/21 2:25,5.323970377,0,0
2017/3/21 2:26,5.323970377,0,0
2017/3/21 2:27,5.323970377,0,0
2017/3/21 2:28,5.323970377,0,0
2017/3/21 2:29,5.323970377,0,0
2017/3/21 2:30,5.298374366,0,0
2017/3/21 2:31,5.298374366,0,0
2017/3/21 2:32,5.298374366,0,0
2017/3/21 2:33,5.298374366,0,0
2017/3/21 2:34,5.298374366,0,0
2017/3/21 2:35,5.323970377,0,0
2017/3/21 2:36,5.323970377,0,0
2017/3/21 2:37,5.323970377,0,0
2017/3/21 2:38,5.323970377,0,0
2017/3/21 2:39,5.323970377,0,0
2017/3/21 2:40,5.272778354,0,0
2017/3/21 2:41,5.272778354,0,0
2017/3/21 2:42,5.272778354,0,0
2017/3/21 2:43,5.272778354,0,0
2017/3/21 2:44,5.272778354,0,0
2017/3/21 2:45,5.28557636,0,0
2017/3/21 2:46,5.28557636,0,0
2017/3/21 2:47,5.28557636,0,0
2017/3/21 2:48,5.28557636,0,0
2017/3/21 2:49,5.28557636,0,0
2017/3/21 2:50,5.221586331,0,0
2017/3/21 2:51,5.221586331,0,0
2017/3/21 2:52,5.221586331,0,0
2017/3/21 2:53,5.221586331,0,0
2017/3/21 2:54,5.221586331,0,0
2017/3/21 2:55,5.28557636,0,0
2017/3/21 2:56,5.28557636,0,0
2017/3/21 2:57,5.28557636,0,0
2017/3/21 2:58,5.28557636,0,0
2017/3/21 2:59,5.28557636,0,0
2017/3/21 3:00,5.28557636,0,0
2017/3/21 3:01,5.28557636,0,0
2017/3/21 3:02,5.28557636,0,0
2017/3/21 3:03,5.28557636,0,0
2017/3/21 3:04,5.28557636,0,0
2017/3/21 3:05,5.221586331,0,0
2017/3/21 3:06,5.221586331,0,0
