datetime,co2,damper,occupant
2017/3/21 0:00,6.701207374,0,1
2017/3/21 0:01,6.701207374,0,1
2017/3/21 0:02,6.701207374,0,1
2017/3/21 0:03,6.701207374,0,1
2017/3/21 0:04,6.701207374,0,1
2017/3/21 0:05,6.818866242,0,1
2017/3/21 0:06,6.818866242,0,1
2017/3/21 0:07,6.818866242,0,1
2017/3/21 0:08,6.818866242,0,1
2017/3/21 0:09,6.818866242,0,1
2017/3/21 0:10,6.765384938,0,1
2017/3/21 0:11,6.765384938,0,1
2017/3/21 0:12,6.765384938,0,1
2017/3/21 0:13,6.765384938,0,1
2017/3/21 0:14,6.765384938,0,1
2017/3/21 0:15,6.717251765,0,1
2017/3/21 0:16,6.717251765,0,1
2017/3/21 0:17,6.717251765,0,1
2017/3/21 0:18,6.717251765,0,1
2017/3/21 0:19,6.631681679,0,1
2017/3/21 0:20,6.631681679,0,1
2017/3/21 0:21,6.631681679,0,1
2017/3/21 0:22,6.631681679,0,1
2017/3/21 0:23,6.631681679,0,1
2017/3/21 0:24,6.733296156,0,1
2017/3/21 0:25,6.733296156,0,1
2017/3/21 0:26,6.733296156,0,1
2017/3/21 0:27,6.733296156,0,1
2017/3/21 0:28,6.733296156,0,1
2017/3/21 0:29,6.733296156,0,1
2017/3/21 0:30,6.631681679,0,1
2017/3/21 0:31,6.631681679,0,1
2017/3/21 0:32,6.631681679,0,1
2017/3/21 0:33,6.631681679,0,1
2017/3/21 0:34,6.631681679,0,1
2017/3/21 0:35,6.749340547,0,1
2017/3/21 0:36,6.749340547,0,1
2017/3/21 0:37,6.749340547,0,1
2017/3/21 0:38,6.749340547,0,1
2017/3/21 0:39,6.749340547,0,1
2017/3/21 0:40,6.64772607,0,1
2017/3/21 0:41,6.64772607,0,1
2017/3/21 0:42,6.64772607,0,1
2017/3/21 0:43,6.64772607,0,1
2017/3/21 0:44,6.64772607,0,1
2017/3/21 0:45,6.717251765,0,1
2017/3/21 0:46,6.717251765,0,1
2017/3/21 0:47,6.717251765,0,1
2017/3/21 0:48,6.717251765,0,1
2017/3/21 0:49,6.717251765,0,1
2017/3/21 0:50,6.701207374,0,1
2017/3/21 0:51,6.701207374,0,1
2017/3/21 0:52,6.701207374,0,1
2017/3/21 0:53,6.701207374,0,1
2017/3/21 0:54,6.701207374,0,1
2017/3/21 0:55,6.717251765,0,1
2017/3/21 0:56,6.717251765,0,1
2017/3/21 0:57,6.717251765,0,1
2017/3/21 0:58,6.717251765,0,1
2017/3/21 0:59,6.717251765,0,1
2017/3/21 1:00,6.850955025,0,1
2017/3/21 1:01,6.850955025,0,1
2017/3/21 1:02,6.850955025,0,1
2017/3/21 1:03,6.850955025,0,1
2017/3/21 1:04,6.850955025,0,1
2017/3/21 1:05,6.631681679,0,1
2017/3/21 1:06,6.631681679,0,1
2017/3/21 1:07,6.631681679,0,1
2017/3/21 1:08,6.631681679,0,1
2017/3/21 1:09,6.631681679,0,1
2017/3/21 1:10,6.64772607,0,1
2017/3/21 1:11,6.64772607,0,1
2017/3/21 1:12,6.64772607,0,1
2017/3/21 1:13,6.64772607,0,1
2017/3/21 1:14,6.64772607,0,1
2017/3/21 1:15,6.64772607,0,1
2017/3/21 1:16,6.64772607,0,1
2017/3/21 1:17,6.64772607,0,1
2017/3/21 1:18,6.64772607,0,1
2017/3/21 1:19,6.64772607,0,1
2017/3/21 1:20,6.530067201,0,1
2017/3/21 1:21,6.530067201,0,1
2017/3/21 1:22,6.530067201,0,1
2017/3/21 1:23,6.530067201,0,1
2017/3/21 1:24,6.530067201,0,1
2017/3/21 1:25,6.701207374,0,1
2017/3/21 1:26,6.701207374,0,1
2017/3/21 1:27,6.701207374,0,1
2017/3/21 1:28,6.701207374,0,1
2017/3/21 1:29,6.701207374,0,1
2017/3/21 1:30,6.583548505,0,1
2017/3/21 1:31,6.583548505,0,1
2017/3/21 1:32,6.583548505,0,1
2017/3/21 1:33,6.583548505,0,1
2017/3/21 1:34,6.583548505,0,1
2017/3/21 1:35,6.765384938,0,1
2017/3/21 1:36,6.765384938,0,1
2017/3/21 1:37,6.765384938,0,1
2017/3/21 1:38,6.765384938,0,1
2017/3/21 1:39,6.765384938,0,1
2017/3/21 1:40,6.701207374,0,1
2017/3/21 1:41,6.701207374,0,1
2017/3/21 1:42,6.701207374,0,1
2017/3/21 1:43,6.701207374,0,1
2017/3/21 1:44,6.701207374,0,1
2017/3/21 1:45,6.685162983,0,1
2017/3/21 1:46,6.685162983,0,1
2017/3/21 1:47,6.685162983,0,1
2017/3/21 1:48,6.685162983,0,1
2017/3/21 1:49,6.685162983,0,1
2017/3/21 1:50,6.685162983,0,1
2017/3/21 1:51,6.685162983,0,1
2017/3/21 1:52,6.685162983,0,1
2017/3/21 1:53,6.685162983,0,1
2017/3/21 1:54,6.685162983,0,1
2017/3/21 1:55,6.64772607,0,1
2017/3/21 1:56,6.64772607,0,1
2017/3/21 1:57,6.64772607,0,1
2017/3/21 1:58,6.64772607,0,1
2017/3/21 1:59,6.64772607,0,1
2017/3/21 2:00,6.615637288,0,1
2017/3/21 2:01,6.615637288,0,1
2017/3/21 2:02,6.615637288,0,1
2017/3/21 2:03,6.615637288,0,1
2017/3/21 2:04,6.615637288,0,1
2017/3/21 2:05,6.685162983,0,1
2017/3/21 2:06,6.685162983,0,1
2017/3/21 2:07,6.685162983,0,1
2017/3/21 2:08,6.685162983,0,1
2017/3/21 2:09,6.685162983,0,1
2017/3/21 2:10,6.599592896,0,1
2017/3/21 2:11,6.599592896,0,1
2017/3/21 2:12,6.599592896,0,1
2017/3/21 2:13,6.599592896,0,1
2017/3/21 2:14,6.599592896,0,1
2017/3/21 2:15,6.631681679,0,1
2017/3/21 2:16,6.631681679,0,1
2017/3/21 2:17,6.631681679,0,1
2017/3/21 2:18,6.631681679,0,1
2017/3/21 2:19,6.631681679,0,1
2017/3/21 2:20,6.631681679,0,1
2017/3/21 2:21,6.631681679,0,1
2017/3/21 2:22,6.631681679,0,1
2017/3/21 2:23,6.631681679,0,1
